No,Title,Tags,Status,Link
3252,"[BUG] `npx` ""Need to install"" message with local CLI that has no dependencies",Release 7.x;Bug;Priority 2;cmd:exec,Closed,https://github.com/npm/cli/issues/3252
3249,`cb()` never called,,Closed,https://github.com/npm/cli/issues/3249
3248,cannot invoke npm/npx from WSL shell. Error: Cannot find module.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3248
3247,"[BUG] ""npm install github:..."" creates ""git+ssh://"" in the lockfile, which breaks GitHub Actions.",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3247
4249,[BUG](libnpmpublish) About 4.0.1 upgrade npm-registry-fetch from 9.0.0 to 10.0.0,Needs Triage;ws:libnpmpublish,Closed,https://github.com/npm/cli/issues/4249
3245,"[BUG] ""npx @wordpress/create-block my-block""",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3245
3244,[BUG] NGULAR CLI,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3244
3239,npm don't install this log from npm log file,,Closed,https://github.com/npm/cli/issues/3239
3236,[BUG]  ERESOLVE unable to resolve dependency tree,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3236
3235,npm install - --registry parameter not respected,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3235
3234,[BUG] `npm install` fails with EACCES on a `package.json` with no EOF,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3234
3233,"[BUG] Can't install repository ""unsupported option ""accept-new"".""",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3233
3232,not able to create ReactJS Project in Windows 10,,Closed,https://github.com/npm/cli/issues/3232
3228,[BUG] install node-sass not working on windows 10,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3228
3226,[BUG] `--registry` support for custom init modules,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3226
3223,[BUG] mtime install issue,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3223
3222,npm ERR! cb() never called!  ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3222
3221,error cb() never called!,,Closed,https://github.com/npm/cli/issues/3221
3218,"error An unexpected error occurred: ""http://fe.mlamp.cn:2018/@binance-chain%2fbsc-connector: ETIMEDOUT"".",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3218
3214,This is an error with npm itself. Please report this error at:,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3214
3213,[BUG] Meshcentral Update error,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3213
3212,Got this while installing some package using npm,,Closed,https://github.com/npm/cli/issues/3212
3210,[BUG] npx package@version uses incorrect installed version in npx 7,Release 7.x;Release 8.x;Bug;Priority 1;cmd:exec,Closed,https://github.com/npm/cli/issues/3210
3207,[BUG] Typo in npm audit report,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3207
3205,[BUG] npm login --auth-type=sso fail from 7.11.0 ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3205
3204,[BUG] Npm Publish assumes an incorrect path to a dir,Release 7.x,Closed,https://github.com/npm/cli/issues/3204
3202,Coiner Miner Detected By Windows v6.14.13,,Closed,https://github.com/npm/cli/issues/3202
3199,Sr Technical Architect,,Closed,https://github.com/npm/cli/issues/3199
3197,"[BUnpm install bootstrap npm WARN tar ENOSPC: no space left on device, write npm ERR! cb() never called!G] <title>",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3197
3196,[BUG] npm install some updated package does not update some of its dependencies in node_modules,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3196
3193,error cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3193
3192,[BUG] workspaces install doesn't link local packages when folder name is different than package name,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3192
3191,How to use intent action please reply,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3191
3190,npm ERR! cb() never called![BUG] <title>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3190
3189,[BUG] sh: tsc: Permission denied when running npm run start,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3189
3188," This version of npm is compatible with lockfileVersion@1, but package-lock.json was generated for lockfileVersion@2. I'll try to do my best with it!",,Closed,https://github.com/npm/cli/issues/3188
3186,cd() never called,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3186
3185,[BUG] symlinks missing for dependencies of locally installed modules,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3185
3183,[BUG] node-gyp@v7 still has dependency on deprecated requests module,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3183
3181,[BUG] `npm version prerelease` does not work with numeric `--preid`,Enhancement;Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3181
3180,`npm view` giving error if dist tag has `/` in it,,Closed,https://github.com/npm/cli/issues/3180
3179,[BUG] Unhelpful error installing from pr if wrong pr number is used,Release 7.x;Bug;Duplicate,Closed,https://github.com/npm/cli/issues/3179
3178,[BUG] npm audit uses folder name of workspace package to determine issues,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3178
3176,[BUG] npm ci grows the cache with each run,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3176
3175,[BUG] `npm update -g package@latest` removes all global packages,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3175
4250,[QUESTION](libnpmpublish) 404 Not Found ,ws:libnpmpublish,Closed,https://github.com/npm/cli/issues/4250
3174,[BUG] npm install - Bundled dependencies are not saved to package.json,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3174
3173,MacOs 11.3 npm install fail,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3173
3172,[BUG] npm publish --tag doesn't accept version,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3172
3171,[BUG] Multiple related packages install fail due to wrong peerDependencies resolution,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3171
3170,[BUG] `npm audit fix` does not fix as well as installing proper dependency directly,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3170
3168,"'CALL ""C:\Program Files\nodejs\\node.exe"" ""C:\Program Files\nodejs\\node_modules\npm\bin\npm-cli.js"" prefix -g' is not recognized as an internal or external command, operable program or batch file.",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3168
3167,[BUG] <cb() never called>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3167
3166,[BUG] npm audit does not respect organization in package name (@orgname/packagename),Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3166
3165,[BUG] Installing packages (npm)...npm ERR! cb() never called,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3165
3164,i can´t insttal a package or update npm,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3164
3163,[BUG] all npm commands hang after 1 week?,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3163
3162,[BUG] 'npm deprecate' for entire package doesn't work.,,Closed,https://github.com/npm/cli/issues/3162
3161,Error Not Found when I update the package I create,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3161
3159,[BUG] `npm update -g` appears to do nothing.,Release 7.x;Bug;Duplicate,Closed,https://github.com/npm/cli/issues/3159
3158,cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3158
3157,[BUG] preversion script has access to new version,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3157
3155,"[BUG] ""npm link ../my-package --only=prod"" deletes my-package",Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3155
3153,[BUG]  ERR! cb() never called! (with latest npm version),Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3153
3152,[BUG] failed to resolve peer dependencies (conflict) when peer dependencies are in range.,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3152
3151,error This is an error with npm itself.,,Closed,https://github.com/npm/cli/issues/3151
3150,[BUG] <PLEASE HELP ME MARKER WAS NOT FOUND>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3150
3149,[BUG] installing git dep on non-existent branch results in unhelpful error message,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3149
3148,please how to fix this issues vue cli,,Closed,https://github.com/npm/cli/issues/3148
3147,[BUG] ELSPROBLEMS peerDependency overwrite root dependency,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3147
3145, C:\Users\User\AppData\Roaming\npm-cache\_logs\2021-04-24T16_49_42_313Z-debug.log,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3145
3144,[BUG] dependency with a `npm-shrinkwrap.json` doesn't install properly when using `npm-ci`,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3144
3143,[BUG] <title> error while running npm install -g @vue/cli on ubuntu 18.04,Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3143
3138,[BUG] ERESOLVE peer dep conflict reported when no conflict exists,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3138
3137,[BUG] `npm ls` reports missing optional peer deps as missing deps,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3137
3135,[BUG] Pre-release version does not work with peer dependencies,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3135
3134,"[BUG] No auth for URI, but auth present for scoped registry",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3134
3132,[BUG] pack wrongly errors with npm@7.11.0,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3132
3131,[Need Help] ReactDataGrid | Inline edit functionality of ReactDataGrid is not working on Tab page,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3131
3130,[BUG] Automatic authentification on private npm repository no longer works,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3130
3129,[Bug] trying to create-react-app,,Closed,https://github.com/npm/cli/issues/3129
3128,[BUG] Stuck in same failed error state with npm installs,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3128
3125,[BUG] dev dependency binaries not linked after upgrading `package-lock.json` from v1 to v2 using `npm install --production` and then running `npm install`,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/3125
3124,[BUG] NPM not install jspdf and filesaver successfully,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3124
3123,[DOCS] npm install does not run scripts in directory it was ran in on npm v7+,Release 7.x;Bug;Priority 1;Documentation,Closed,https://github.com/npm/cli/issues/3123
3122,enable to install create-react-app,,Closed,https://github.com/npm/cli/issues/3122
3121,npm root bug,,Closed,https://github.com/npm/cli/issues/3121
3120,I need help this is not a bug,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3120
3117,[BUG] NPM İ DİSCORD.JS Problem Cannot Read Property 'children' of null,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3117
3116,NPM v7 breaks modules that rely on querying the user during install with an install script,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3116
3114,[BUG] <title>npm WARN EBADENGINE Unsupported engine,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3114
3113,[BUG] ERESOLVE unable to resolve dependency tree,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3113
3111,[BUG] <No matching version found for @babel/traverse>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3111
3110,[BUG] root permissions do not carry forward into execution ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3110
3108,[BUG] can't install packages like webpack weback-server ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3108
3107,[BUG] Spawned subshell with npm explore has wrong current working directory,Release 7.x;Bug;platform:windows,Closed,https://github.com/npm/cli/issues/3107
3106,Button URL link fails with certain names,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3106
3105,[BUG] <title>App.get and app.post stop working on a big program,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3105
3104,npm ERR! cb() never called!,,Closed,https://github.com/npm/cli/issues/3104
3102,[BUG] npm install failed with node-pre-gyp ERR! stack Error,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3102
3100,[BUG] npm 7.10 does not recursively install modules in local filesystem,Release 7.x;Bug;Duplicate,Closed,https://github.com/npm/cli/issues/3100
3099,[BUG] npm pack --dry-run undefined@undefined in an empty package,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3099
3097,npm ERR! cb() never called![BUG] ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3097
3096,[BUG] installing a dependency in a package with a peer dependency changes the peerDependencies field,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3096
3094,Unable to install: npm ERR! Unexpected end of JSON input while parsing near,Release 6.x,Closed,https://github.com/npm/cli/issues/3094
3093,Error with npm itself! cb() never called!,,Closed,https://github.com/npm/cli/issues/3093
3090,npm ERR! cb() never called!   even after cache clean and updating npm still getting the same issue,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3090
3089,npm ERR! cb() never called!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3089
3085,[BUG] <cb() never called!>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3085
3084,[BUG] npm_ variables are lost when using script-shell config parameter,Release 7.x;Bug;Needs Triage;platform:windows,Closed,https://github.com/npm/cli/issues/3084
3083,[BUG] Multiple related packages install fail due to wrong peerDependencies resolution ,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3083
3082,Getting error while installing Angular,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/3082
3081,[BUG] install of local package differs from normal install,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/3081
3080,npm ERR! cb() never called!,,Closed,https://github.com/npm/cli/issues/3080
3079,"[BUG] Getting constant `EEXIST: file already exists, open 'C:\npm\cache\_cacache\tmp\90a9a665` when installing packages",Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3079
3078,[BUG] Getting constant `FetchError...reason: Socket timeout` when installing packages,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/3078
